date,pm25,pm10,o3,no2,so2,co
2018/11/25, 142, 33, , 11, 10, 
2018/11/26, 89, 36, , 7, 6, 
2018/11/27, 104, 12, , 5, 4, 
2018/11/28, 48, 19, , 10, 4, 
2018/11/29, 53, 34, , 15, 8, 
2018/11/30, 94, 86, , 21, 7, 
2018/12/1, 191, 103, , 12, 8, 
2018/12/2, 215, 99, , 15, 8, 
2018/12/3, 205, 62, , 11, 11, 
2018/12/4, 156, 27, , 9, 6, 
2018/12/5, 87, 64, , 11, 10, 
2018/12/6, 153, 87, , 15, 8, 
2018/12/7, 196, 104, , 13, 8, 
2018/12/8, 213, 61, , 9, 8, 
2018/12/9, 157, 36, , 7, 6, 
2018/12/10, 110, 40, , 12, 6, 
2018/12/11, 101, 84, , 11, 2, 
2018/12/12, 186, 93, , 12, 6, 
2018/12/13, 199, 35, , 8, 2, 
2018/12/14, 97, 21, , 5, 2, 
2018/12/15, 70, 38, , 5, 2, 
2018/12/16, 107, 67, , 10, 2, 
2018/12/17, 165, 52, , 9, 2, 
2018/12/18, 143, 65, , 12, 2, 
2018/12/19, 159, 90, , 14, 3, 
2018/12/20, 191, 103, , 14, 5, 
2018/12/21, 220, 145, , 18, 5, 
2018/12/22, 291, 117, , 7, 4, 
2018/12/23, 241, 56, , 7, 5, 
2018/12/24, 130, 23, , 10, 3, 
2018/12/25, 71, 50, , 8, 2, 
2018/12/26, 131, 55, , 12, 4, 
2018/12/27, 132, 79, , 13, 5, 
2018/12/28, 175, 45, , 8, 4, 
2018/12/29, 120, 58, , 6, 3, 
2018/12/30, 153, , , , , 
2018/7/1, 46, 20, , 9, , 
2018/7/2, 58, 23, , 6, , 
2018/7/3, 66, 21, , 7, , 
2018/7/4, 64, 23, , 9, , 
2018/7/5, 64, 27, , 10, , 
2018/7/6, 77, 19, , 7, , 
2018/7/7, 62, 22, , 6, , 
2018/7/8, 69, 19, , 9, 2, 
2018/7/9, 61, 22, , 11, 1, 
2018/7/10, 68, 20, , 8, 1, 
2018/7/11, 56, 25, , 9, 2, 
2018/7/12, 73, 30, , 9, 2, 
2018/7/13, 85, 20, , 8, 2, 
2018/7/14, 60, 18, , 7, 2, 
2018/7/15, 57, 20, , 8, 2, 
2018/7/16, 60, 21, , 8, 2, 
2018/7/17, 65, 23, , 10, 2, 
2018/7/18, 65, 19, , 9, 2, 
2018/7/19, 65, 22, , 10, 2, 
2018/7/20, 65, 18, , 8, 2, 
2018/7/21, 57, 23, , 7, 2, 
2018/7/22, 56, 18, , 7, 2, 
2018/7/23, 63, 23, , 6, 2, 
2018/7/24, 72, 16, , 6, 2, 
2018/7/25, 57, 19, , 6, 2, 
2018/7/26, 60, 18, , 6, 2, 
2018/7/27, 59, 14, , 7, 3, 
2018/7/28, 51, 16, , 6, 3, 
2018/7/29, 57, 16, , 6, 3, 
2018/7/30, 56, 16, , 9, 3, 
2018/7/31, 55, 15, , 6, 4, 
2018/8/1, 52, 15, , 6, 3, 
2018/8/2, 49, 17, , 8, 3, 
2018/8/3, 54, 17, , 12, 3, 
2018/8/4, 53, 16, , 11, 4, 
2018/8/5, 50, 21, , 11, 4, 
2018/8/6, 65, 26, , 9, 4, 
2018/8/7, 78, 21, , 8, 4, 
2018/8/8, 64, 16, , 11, 4, 
2018/8/9, 48, 16, , 11, 4, 
2018/8/10, 32, 12, , 10, 5, 
2018/8/11, 30, 13, , 11, 4, 
2018/8/12, 37, 15, , 12, 4, 
2018/8/13, 45, 18, , 16, 6, 
2018/8/14, 51, 16, 42, 9, 5, 
2018/8/15, 48, 21, 42, 11, 5, 
2018/8/16, 61, 22, 44, 14, 5, 
2018/8/17, 62, 22, 38, 11, 5, 
2018/8/18, 64, 19, 37, 11, 5, 
2018/8/19, 61, 19, 38, 12, 5, 
2018/8/20, 61, 18, 13, 11, 6, 
2018/8/21, 58, 17, , 11, 6, 
2018/8/22, 57, 18, , 17, 6, 
2018/8/23, 54, 13, , 15, 7, 
2018/8/24, 42, 15, , 14, 7, 
2018/8/25, 50, 19, , 10, 7, 
2018/8/26, 65, 14, , 5, 7, 
2018/8/27, 55, 21, , 9, 7, 
2018/8/28, 69, 19, , 11, 7, 
2018/8/29, 58, 18, , 12, 7, 
2018/8/30, 56, 19, , 16, 8, 
2018/8/31, 62, 22, , 11, 8, 
2018/9/1, 67, 18, , 15, 8, 
2018/9/2, 56, 22, , 18, , 
2018/9/3, 62, 17, , 7, , 
2018/9/4, 56, 17, , 8, , 
2018/9/5, 60, 21, , 10, , 
2018/9/6, 70, 22, , 13, , 
2018/9/7, 71, 21, , 10, , 
2018/9/8, 72, 19, , 10, , 
2018/9/9, 62, 19, , 15, , 
2018/9/10, 60, 19, , 18, , 
2018/9/11, 60, 18, , 18, , 
2018/9/12, 58, 15, , 16, , 
2018/9/13, 51, 14, , 16, , 
2018/9/14, 48, 16, , 9, 1, 
2018/9/15, 57, 16, , 11, 4, 
2018/9/16, 56, 12, , 12, , 
2018/9/17, 45, 17, , 14, , 
2018/9/18, 58, 18, , 15, , 
2018/9/19, 50, 17, , 17, , 
2018/9/20, 49, 16, , 20, 1, 
2018/9/21, 51, 24, , 12, 1, 
2018/9/22, 59, 26, , 12, 1, 
2018/9/23, 67, 37, , 11, 1, 
2018/9/24, 61, 10, , 11, 1, 
2018/9/25, 35, 18, , 11, 2, 
2018/9/26, 54, 21, , 11, 6, 
2018/9/27, 64, 28, , 15, 3, 
2018/9/28, 80, 37, , 12, 4, 
2018/9/29, 100, 20, , 7, 3, 
2018/9/30, 64, 21, , 9, 3, 
2018/5/28, 46, 26, , 11, , 
2018/5/29, 46, 26, , 14, , 
2018/5/30, 49, 22, , 13, , 
2018/5/31, 44, 21, , 14, , 
2018/6/1, 45, 21, , 14, , 
2018/6/2, 53, 26, , 13, , 
2018/6/3, 71, 26, , 9, , 
2018/6/4, 72, 22, , 8, , 
2018/6/5, 65, 28, , 9, , 
2018/6/6, 74, 24, , 14, , 
2018/6/7, 59, 25, , 12, , 
2018/6/8, 67, 24, , 12, , 
2018/6/9, 66, 18, , 10, , 
2018/6/10, 56, 20, , 6, , 
2018/6/11, 60, , , 5, , 
2018/6/13, 55, 21, , 5, , 
2018/6/14, 62, 19, , 3, , 
2018/6/15, 65, 21, , , , 
2018/6/16, 65, 20, , , , 
2018/6/17, 59, 24, , , , 
2018/6/18, 70, 23, , , , 
2018/6/19, 70, 30, , , , 
2018/6/20, 78, 25, , , , 
2018/6/21, 63, 20, , , , 
2018/6/22, 55, 12, , , , 
2018/6/23, 38, 12, , , , 
2018/6/24, 36, 19, , , , 
2018/6/25, 54, 18, , , , 
2018/6/26, 46, 12, , 10, , 
2018/6/27, 44, 19, , 10, , 
2018/6/28, 66, 19, , 5, , 
2018/6/29, 67, 22, , 5, , 
2018/6/30, 68, 18, , 9, , 
2018/1/1, 208, 39, , 9, , 
2018/1/2, 85, 34, , 15, , 
2018/1/3, 63, 47, , 11, , 
2018/1/4, 108, 74, , 16, , 
2018/1/5, 173, 70, , 17, , 
2018/1/6, 150, 76, , 14, , 
2018/1/7, 161, 93, , 16, , 
2018/1/8, 184, 62, , 10, , 
2018/1/9, 133, 26, , 11, , 
2018/1/10, 61, 35, , 10, , 
2018/1/11, 91, 38, , 9, , 
2018/1/12, 103, 15, , 7, , 
2018/1/13, 42, 27, , 8, , 
2018/1/14, 64, 35, , 11, , 
2018/1/15, 107, 75, , 24, , 
2018/1/16, 151, 39, , 13, , 
2018/1/17, 97, 43, , 16, , 
2018/1/18, 93, 49, , 16, , 
2018/1/19, 108, 27, , 8, , 
2018/1/20, 82, 32, , 11, , 
2018/1/21, 99, 32, , 12, , 
2018/1/22, 99, 59, , 15, , 
2018/1/23, 158, 63, , 16, , 
2018/1/24, 142, 72, , 21, , 
2018/1/25, 164, 59, , 23, , 
2018/1/26, 130, 65, , 22, , 
2018/1/27, 159, , , 15, , 
2017/10/1, 62, 22, , 15, , 
2017/10/2, 66, 25, , 15, , 
2017/10/3, 72, 18, , 14, , 
2017/10/4, 61, 18, , 18, , 
2017/10/5, 57, 17, , 14, , 
2017/10/6, 54, 9, , 10, , 
2017/10/7, 40, 22, , 14, , 
2017/10/8, 72, 28, , 15, , 
2017/10/9, 80, 24, , 15, , 
2017/10/10, 71, 22, , 16, , 
2017/10/11, 63, 29, , 19, , 
2017/10/12, 84, 29, , 19, , 
2017/10/13, 83, 27, , 15, , 
2017/10/14, 83, 27, , 15, , 
2017/10/15, 87, 31, , 17, , 
2017/10/16, 90, 35, , 21, , 
2017/10/17, 100, 32, , 22, , 
2017/10/18, 88, 23, , 16, , 
2017/10/19, 74, , , , , 
2017/10/25, 70, 37, , 14, , 
2017/10/26, 107, 39, , 17, , 
2017/10/27, 103, 19, , 9, , 
2017/10/28, 64, 16, , 8, , 
2017/10/29, 54, 22, , 16, , 
2017/10/30, 60, 21, , 17, , 
2017/10/31, 67, 41, , 16, , 
2017/11/1, 115, 57, , 21, , 
2017/11/2, 142, 52, , 17, , 
2017/11/3, 141, 44, , 11, , 
2017/11/4, 122, 47, , 13, , 
2017/11/5, 132, 32, , 18, , 
2017/11/6, 90, 27, , 17, , 
2017/11/7, 73, 23, , 12, , 
2017/11/8, 76, 39, , 10, , 
2017/11/9, 112, 51, , 11, , 
2017/11/10, 140, 50, , 12, , 
2017/11/11, 133, 34, , 9, , 
2017/11/12, 103, 33, , 16, , 
2017/11/13, 94, 16, , 8, , 
2017/11/14, 60, 19, , 5, , 
2017/11/15, 70, 14, , 8, , 
2017/11/16, 49, 8, , 4, , 
2017/11/17, 32, , , , , 
2017/11/23, 152, 70, , , , 
2017/11/24, 162, 66, , , , 
2017/11/25, 155, 31, , , , 
2017/11/26, 90, 17, , , , 
2017/11/27, 49, , , , , 
2017/12/6, 123, , , , , 
2017/12/19, 125, 52, , 17, , 
2017/12/20, 97, 61, , 17, , 
2017/12/21, 144, 73, , 15, , 
2017/12/22, 167, 46, , 8, , 
2017/12/23, 129, 87, , 14, , 
2017/12/24, 195, 96, , 17, , 
2017/12/25, 189, 89, , 24, , 
2017/12/26, 169, 60, , 19, , 
2017/12/27, 132, 34, , 16, , 
2017/12/28, 66, 37, , 11, , 
2017/12/29, 106, 60, , 13, , 
2017/12/30, 134, , , , , 
2017/7/1, 37, 8, , 5, , 
2017/7/2, 25, 14, , 6, , 
2017/7/3, 54, 10, , 9, , 
2017/7/4, 36, 9, , 9, , 
2017/7/5, 32, 8, , 11, , 
2017/7/6, 17, 6, , 10, , 
2017/7/7, 16, 6, , 10, , 
2017/7/8, 20, 6, , 8, , 
2017/7/9, 17, 8, , 10, , 
2017/7/10, 22, 11, , 13, , 
2017/7/11, 28, 10, , 11, , 
2017/7/12, 30, 8, , 9, , 
2017/7/13, 17, 5, , 10, , 
2017/7/14, 14, 7, , 9, , 
2017/7/15, 19, 6, , 3, , 
2017/7/17, 18, 6, , 5, , 
2017/7/18, 18, 6, , 12, , 
2017/7/19, 18, 6, , 10, , 
2017/7/20, 19, 8, , 12, , 
2017/7/21, 25, 10, , 14, , 
2017/7/22, 29, 10, , 8, , 
2017/7/23, 32, 11, , 13, , 
2017/7/24, 32, 8, , 4, , 
2017/7/25, 22, 6, , 1, , 
2017/7/26, 27, 5, , 16, , 
2017/7/27, 17, 6, , 9, , 
2017/7/28, 25, 7, , 11, , 
2017/7/29, 23, 9, , 13, , 
2017/7/30, 29, 10, , 16, , 
2017/7/31, 29, 10, , 13, , 
2017/8/1, 25, 10, , 15, , 
2017/8/2, 29, 11, , 18, , 
2017/8/3, 30, 12, , 19, , 
2017/8/4, 31, 15, , 21, , 
2017/8/5, 42, 16, , 16, , 
2017/8/6, 46, 18, , 8, , 
2017/8/7, 57, 18, , 10, , 
2017/8/8, 63, 18, , 12, , 
2017/8/9, 56, 15, , 15, , 
2017/8/10, 45, 15, , 21, , 
2017/8/11, 43, 22, , 14, , 
2017/8/12, 55, 11, , 5, , 
2017/8/13, 44, 16, , 13, , 
2017/8/14, 58, 18, , 13, , 
2017/8/15, 59, 18, , 14, , 
2017/8/16, 58, 18, , 16, , 
2017/8/17, 58, 17, , 17, , 
2017/8/18, 49, 16, , 18, , 
2017/8/19, 47, 17, , 11, , 
2017/8/20, 53, 11, , 10, , 
2017/8/21, 42, 12, , 15, , 
2017/8/22, 39, 13, , 14, , 
2017/8/23, 43, 13, , 17, , 
2017/8/24, 43, 9, , 13, , 
2017/8/25, 32, 14, , 20, , 
2017/8/26, 39, 14, , 18, , 
2017/8/27, 40, 15, , 18, , 
2017/8/28, 47, 15, , 15, , 
2017/8/29, 50, 11, , 12, , 
2017/8/30, 39, 13, , 20, , 
2017/8/31, 40, 18, , 24, , 
2017/9/1, 52, 22, , 19, , 
2017/9/2, 58, 15, , 8, , 
2017/9/3, 49, 8, , 12, , 
2017/9/4, 29, 10, , 15, , 
2017/9/5, 31, , , , , 
2017/9/11, 40, 8, , 12, , 
2017/9/12, 24, 13, , 11, , 
2017/9/13, 46, 11, , 7, , 
2017/9/14, 39, 12, , 15, , 
2017/9/15, 33, 12, , 19, , 
2017/9/16, 35, 18, , 15, , 
2017/9/17, 41, 8, , 12, , 
2017/9/18, 26, 12, , 15, , 
2017/9/19, 35, 14, , 13, , 
2017/9/20, 52, 9, , 8, , 
2017/9/21, 35, 12, , 15, , 
2017/9/22, 44, 12, , 12, , 
2017/9/23, 47, 10, , 11, , 
2017/9/24, 40, 15, , 16, , 
2017/9/25, 55, 21, , 14, , 
2017/9/26, 70, 10, , 12, , 
2017/9/27, 36, 15, , 13, , 
2017/9/28, 44, 17, , 13, , 
2017/9/29, 43, 20, , 14, , 
2017/9/30, 54, 20, , 14, , 
2017/4/1, 53, 22, , 6, , 
2017/4/2, 47, 24, , 8, , 
2017/4/3, 46, 21, , 5, , 
2017/4/4, 55, 19, , 8, , 
2017/4/5, 58, 26, , 13, , 
2017/4/6, 71, 23, , , , 
2017/4/7, 57, 31, , 1, , 
2017/4/8, 89, 31, , , , 
2017/4/9, 82, 28, , 1, , 
2017/4/10, 61, 29, , 6, , 
2017/4/11, 61, 27, , 12, , 
2017/4/12, 57, 26, , 3, , 
2017/4/13, 55, 18, , 3, , 
2017/4/14, 41, 18, , 4, , 
2017/4/15, 49, 15, , 2, , 
2017/4/16, 48, 14, , 3, , 
2017/4/17, 44, 14, , 16, , 
2017/4/18, 34, 17, , 1, , 
2017/4/19, 57, 20, , 1, , 
2017/4/20, 64, 26, , 3, , 
2017/4/21, 73, 49, , 2, , 
2017/4/22, 119, 31, , 1, , 
2017/4/23, 79, 28, , 2, , 
2017/4/24, 70, 26, , 3, , 
2017/4/25, 56, 25, , 4, , 
2017/4/26, 46, 34, , 5, , 
2017/4/27, 57, 44, , 5, , 
2017/4/28, 65, 26, , 4, , 
2017/4/29, 58, 18, , , , 
2017/4/30, 61, 31, , , , 
2017/5/1, 54, 26, , , , 
2017/5/2, 59, 26, , , , 
2017/5/3, 53, 27, , , , 
2017/5/4, 61, 21, , , , 
2017/5/5, 48, 20, , , , 
2017/5/6, 49, 22, , , , 
2017/5/7, 57, 27, , , , 
2017/5/8, 65, 24, , , , 
2017/5/9, 55, 21, , , , 
2017/5/10, 50, 22, , , , 
2017/5/11, 44, 37, , , , 
2017/5/12, 60, 26, , , , 
2017/5/13, 53, 16, , , , 
2017/5/14, 42, 19, , , , 
2017/5/15, 50, , , , , 
2017/5/21, 39, 28, , , , 
2017/5/22, 75, 27, , , , 
2017/5/23, 66, 18, , , , 
2017/5/24, 53, 18, , , , 
2017/5/25, 52, 23, , , , 
2017/5/26, 69, 20, , , , 
2017/5/27, 55, 13, , 8, , 
2017/5/28, 35, 12, , 4, , 
2017/5/29, 30, 11, , 5, , 
2017/5/30, 29, 18, , 8, , 
2017/5/31, 44, 24, , 7, , 
2017/6/1, 73, 24, , 7, , 
2017/6/2, 72, 12, , 6, , 
2017/6/3, 40, 12, , 6, , 
2017/6/4, 42, 18, , 7, , 
2017/6/5, 54, 17, , 3, , 
2017/6/6, 49, 17, , 3, , 
2017/6/7, 52, 12, , 8, , 
2017/6/8, 42, 12, , 8, , 
2017/6/9, 37, 11, , 8, , 
2017/6/10, 36, 11, , 6, , 
2017/6/11, 41, 15, , 8, , 
2017/6/12, 48, 16, , 10, , 
2017/6/13, 51, 17, , 9, , 
2017/6/14, 53, 15, , 9, , 
2017/6/15, 45, 14, , 9, , 
2017/6/16, 44, 14, , 8, , 
2017/6/17, 47, 11, , 5, , 
2017/6/18, 42, 15, , 7, , 
2017/6/19, 54, 14, , 10, , 
2017/6/20, 46, 14, , 9, , 
2017/6/21, 49, 15, , 11, , 
2017/6/22, 49, 15, , 11, , 
2017/6/23, 50, 13, , 8, , 
2017/6/24, 40, 11, , 7, , 
2017/6/25, 39, 13, , 8, , 
2017/6/26, 46, 16, , 10, , 
2017/6/27, 54, 14, , 9, , 
2017/6/28, 43, 24, , 11, , 
2017/6/29, 46, 16, , 10, , 
2017/6/30, 40, 13, , 8, , 
2017/1/2, 196, 48, , 6, , 17
2017/1/3, 156, 61, , 9, , 26
2017/1/4, 186, 38, , 9, , 10
2017/1/5, 112, 21, , 4, , 3
2017/1/6, 64, 30, , 4, , 3
2017/1/7, 80, 43, , 6, , 9
2017/1/8, 144, 44, , 9, , 7
2017/1/9, 116, 54, , 9, , 9
2017/1/10, 143, 54, , 12, , 17
2017/1/11, 176, , , 17, , 45
2017/1/12, 274, 60, , 15, , 43
2017/1/13, 215, 31, , 11, , 12
2017/1/14, 99, 55, , 13, , 18
2017/1/15, 167, 44, , 12, , 12
2017/1/16, 141, 24, , 10, , 6
2017/1/17, 76, 18, , 9, , 5
2017/1/18, 62, 26, , 9, , 6
2017/1/19, 78, 45, , 10, , 10
2017/1/20, 134, 42, , 11, , 16
2017/1/21, 167, 56, , 8, , 15
2017/1/22, 170, 67, , 15, , 21
2017/1/23, 187, 62, , 14, , 16
2017/1/24, 176, 45, , 10, , 9
2017/1/25, 122, 43, , 11, , 10
2017/1/26, 122, 51, , 12, , 13
2017/1/27, 148, , , 15, , 23
2017/1/28, 194, 58, , 14, , 21
2017/1/29, 188, 40, , 15, , 10
2017/1/30, 116, 48, , 15, , 9
2017/1/31, 122, 51, , 15, , 21
2017/2/1, 155, 55, , 12, , 23
2017/2/2, 161, 45, , 13, , 20
2017/2/3, 134, 51, , 12, , 31
2017/2/4, 175, 39, , 8, , 20
2017/2/5, 138, 44, , 10, , 12
2017/2/6, 94, 27, , 8, , 8
2017/2/7, 80, 40, , 7, , 8
2017/2/8, 83, 34, , 7, , 6
2017/2/9, 71, 37, , 8, , 6
2017/2/10, 76, 40, , 8, , 6
2017/2/11, 90, 30, , 7, , 5
2017/2/12, 80, 42, , 10, , 6
2017/2/13, 96, 56, , 10, , 9
2017/2/14, 144, 54, , 9, , 12
2017/2/15, 151, 59, , 11, , 17
2017/2/16, 173, 61, , 13, , 22
2017/2/17, 171, 65, , 10, , 13
2017/2/18, 156, 37, , 7, , 11
2017/2/19, 107, 66, , 9, , 14
2017/2/20, 142, 74, , 10, , 16
2017/2/21, 155, 74, , 7, , 20
2017/2/22, 135, 63, , 8, , 17
2017/2/23, 121, 32, , 6, , 5
2017/2/24, 62, 29, , 7, , 6
2017/2/25, 66, 46, , 7, , 8
2017/2/26, 105, 62, , 6, , 10
2017/2/27, 110, 56, , 5, , 10
2017/2/28, 105, 30, , 6, , 5
2017/3/1, 62, 37, , 7, , 8
2017/3/2, 76, 47, , 7, , 10
2017/3/3, 98, 45, , 6, , 10
2017/3/4, 96, 30, , 6, , 7
2017/3/5, 70, 72, , 7, , 9
2017/3/6, 76, 37, , 8, , 8
2017/3/7, 74, 35, , 6, , 6
2017/3/8, 88, 50, , 5, , 6
2017/3/9, 116, 41, , 6, , 7
2017/3/10, 105, 39, , 5, , 6
2017/3/11, 99, 35, , 6, , 6
2017/3/12, 94, 28, , 6, , 7
2017/3/13, 84, 41, , 5, , 6
2017/3/14, 98, 56, , 6, , 9
2017/3/15, 125, 48, , 6, , 8
2017/3/16, 115, 47, , 7, , 9
2017/3/17, 108, 39, , 5, , 7
2017/3/18, 87, 36, , 5, , 8
2017/3/19, 88, 39, , 7, , 9
2017/3/20, 89, 38, , 8, , 8
2017/3/21, 76, 30, , 9, , 6
2017/3/22, 53, 24, , 8, , 5
2017/3/23, 50, 27, , 9, , 6
2017/3/24, 56, 42, , 6, , 6
2017/3/25, 93, 32, , 6, , 5
2017/3/26, 79, 68, , 6, , 6
2017/3/27, 63, 33, , 7, , 
2017/3/28, 76, 36, , 8, , 
2017/3/29, 77, 39, , 8, , 
2017/3/30, 72, 29, , 7, , 
2017/3/31, 63, 23, , 7, , 
2016/10/1, 81, 34, , 15, , 5
2016/10/2, 76, 29, , 12, , 5
2016/10/3, 71, 17, , 6, , 1
2016/10/4, 46, 21, , 9, , 2
2016/10/5, 54, 32, , 9, , 5
2016/10/6, 84, 33, , 4, , 6
2016/10/7, 95, 30, , 7, , 4
2016/10/8, 79, 39, , 6, , 6
2016/10/9, 92, 53, , 4, , 8
2016/10/10, 137, 35, , 3, , 6
2016/10/11, 95, 30, , 5, , 8
2016/10/12, 83, 49, , 8, , 9
2016/10/13, 108, 40, , 8, , 6
2016/10/14, 88, 37, , 10, , 5
2016/10/15, 78, 32, , 5, , 5
2016/10/16, 85, 11, , 5, , 2
2016/10/17, 26, 24, , 9, , 3
2016/10/18, 49, 21, , 7, , 5
2016/10/19, 58, 36, , 10, , 6
2016/10/20, 70, 37, , 11, , 6
2016/10/21, 74, 27, , 4, , 6
2016/10/22, 76, 40, , 6, , 7
2016/10/23, 88, 40, , 7, , 7
2016/10/24, 90, 33, , 7, , 4
2016/10/25, 76, 34, , 5, , 5
2016/10/26, 83, 22, , 5, , 4
2016/10/27, 61, 27, , 7, , 5
2016/10/28, 64, 51, , 7, , 8
2016/10/29, 120, 30, , 8, , 5
2016/10/30, 76, 36, , 10, , 7
2016/10/31, 88, 63, , 11, , 12
2016/11/1, 138, 61, , 19, , 14
2016/11/2, 126, 24, , 15, , 6
2016/11/3, 69, 48, , 16, , 10
2016/11/4, 109, 63, , 19, , 14
2016/11/5, 140, 37, , 18, , 7
2016/11/6, 79, 34, , 16, , 8
2016/11/7, 75, 22, , 5, , 6
2016/11/8, 67, 16, , 6, , 5
2016/11/9, 56, 44, , 11, , 9
2016/11/10, 108, 66, , 24, , 14
2016/11/11, 142, 24, , 18, , 6
2016/11/12, 67, 15, , 10, , 4
2016/11/13, 48, 37, , 16, , 6
2016/11/14, 92, 38, , 15, , 7
2016/11/15, 96, 62, , 19, , 13
2016/11/16, 130, 87, , 24, , 21
2016/11/17, 169, 80, , 21, , 20
2016/11/18, 151, 66, , 20, , 16
2016/11/19, 133, 37, , 12, , 5
2016/11/20, 90, 35, , 13, , 5
2016/11/21, 78, 36, , 13, , 5
2016/11/22, 79, 46, , 15, , 7
2016/11/23, 110, 60, , 12, , 13
2016/11/24, 125, 74, , 11, , 19
2016/11/25, 154, 52, , 18, , 13
2016/11/26, 117, 57, , 11, , 11
2016/11/27, 137, 22, , 12, , 5
2016/11/28, 62, 26, , 16, , 5
2016/11/29, 77, 58, , 13, , 10
2016/11/30, 121, 88, , 15, , 18
2016/12/1, 176, 72, , 19, , 17
2016/12/2, 139, 55, , 15, , 12
2016/12/3, 118, 79, , 14, , 19
2016/12/4, 171, 99, , 19, , 26
2016/12/5, 192, 95, , 17, , 27
2016/12/6, 185, 65, , 26, , 13
2016/12/7, 150, 84, , 26, , 18
2016/12/8, 177, 102, , 77, , 29
2016/12/9, 196, 114, , 57, , 35
2016/12/10, 212, 98, , 96, , 31
2016/12/11, 198, , , , , 
2016/12/14, 179, 64, , 99, , 12
2016/12/15, 159, 52, , 63, , 10
2016/12/16, 136, 48, , 11, , 15
2016/12/17, 147, 60, , 10, , 17
2016/12/18, 171, 62, , 6, , 14
2016/12/19, 168, 53, , 4, , 9
2016/12/20, 142, 51, , 10, , 16
2016/12/21, 155, 59, , 6, , 15
2016/12/22, 164, 40, , 7, , 9
2016/12/23, 106, 42, , 7, , 13
2016/12/24, 136, 48, , 8, , 16
2016/12/25, 158, 56, , 8, , 33
2016/12/26, 193, 51, , 12, , 13
2016/12/27, 111, 15, , 8, , 5
2016/12/28, 52, 35, , 9, , 6
2016/12/29, 83, 38, , 8, , 7
2016/12/30, 97, 42, , 8, , 11
2016/12/31, 127, 64, , 8, , 25
2017/1/1, 200, 63, , 10, , 28
2016/7/11, 20, 10, , 12, 6, 2
2016/7/12, 22, 11, , 14, 6, 2
2016/7/13, 27, 21, , 13, 7, 2
2016/7/14, 38, 12, , 11, 7, 2
2016/7/15, 27, 3, , 7, 6, 2
2016/7/16, 8, 4, , 5, 6, 2
2016/7/17, 15, 8, , 5, 6, 1
2016/7/18, 20, 11, , 7, 6, 2
2016/7/19, 33, 7, , 9, 6, 2
2016/7/20, 22, 7, , 10, 7, 2
2016/7/21, 22, 7, , 10, 7, 2
2016/7/22, 21, 8, , 12, 7, 2
2016/7/23, 24, 11, , 12, 7, 2
2016/7/24, 38, 10, , 10, 7, 3
2016/7/25, 27, 13, , 11, 7, 3
2016/7/26, 44, 13, , 8, 6, 2
2016/7/27, 35, 15, , 8, 7, 4
2016/7/28, 42, 15, , 8, 7, 3
2016/7/29, 52, 15, , 7, 7, 3
2016/7/30, 51, 5, , 7, 8, 3
2016/7/31, 16, 11, , 7, 7, 2
2016/8/1, 32, , , 9, 7, 3
2016/8/3, 32, 9, , 9, 8, 2
2016/8/4, 27, 8, , 10, 7, 2
2016/8/5, 21, 18, , 12, 7, 3
2016/8/6, 47, , , 9, 8, 2
2016/8/9, 34, 8, , 6, 7, 2
2016/8/10, 23, , , 8, 7, 3
2016/8/12, 28, 5, , 8, 7, 1
2016/8/13, 17, 6, , 9, 8, 2
2016/8/14, 19, 6, , 10, 7, 2
2016/8/15, 19, 7, , 11, 8, 2
2016/8/16, 21, 8, , 11, 8, 2
2016/8/17, 25, 6, , 7, 8, 2
2016/8/18, 16, , , 8, 7, 2
2016/9/15, 80, 32, , 13, , 3
2016/9/16, 68, 29, , 12, , 3
2016/9/17, 60, 22, , 9, , 3
2016/9/18, 52, 16, , 8, , 3
2016/9/19, 39, 19, , 8, , 2
2016/9/20, 51, 32, , 5, , 2
2016/9/21, 73, 26, , 9, , 2
2016/9/22, 60, 28, , 8, , 2
2016/9/23, 63, 24, , 10, , 3
2016/9/24, 58, 29, , 10, , 3
2016/9/25, 72, 31, , 8, , 2
2016/9/26, 74, 26, , 10, , 3
2016/9/27, 57, 28, , 9, , 2
2016/9/28, 64, 33, , 11, , 3
2016/9/29, 77, 39, , 12, , 3
2016/9/30, 82, 39, , 15, , 5
2016/4/1, 79, 33, , 22, 5, 10
2016/4/2, 63, 30, , 13, 4, 6
2016/4/3, 53, 29, , 13, 3, 5
2016/4/4, 60, 28, , 18, 4, 6
2016/4/5, 58, 56, , 33, , 10
2016/4/6, 62, 30, , 17, 2, 6
2016/4/7, 44, 53, , 16, 3, 5
2016/4/8, 60, 29, , 12, 5, 5
2016/4/9, 64, , , , , 
2016/4/13, 56, , , , , 
2016/4/19, 62, 32, , 19, 4, 3
2016/4/20, 73, 21, , 15, 4, 2
2016/4/21, 50, 26, , 20, 5, 3
2016/4/22, 57, 22, , 17, 4, 2
2016/4/23, 52, 8, , 7, 4, 2
2016/4/24, 31, 21, , 10, 4, 2
2016/4/25, 61, 25, , 14, 4, 3
2016/4/26, 66, 23, , 14, 4, 3
2016/4/27, 53, 23, , 15, 4, 2
2016/4/28, 60, 22, , 8, 4, 2
2016/4/29, 70, 28, , 9, 4, 2
2016/4/30, 81, 26, , 9, 4, 3
2016/5/1, 74, 15, , 9, 4, 2
2016/5/2, 49, 8, , 6, 4, 2
