date,pm25,pm10,o3,no2,so2,co
2022/7/29, 42, 11, , 11, 2, 2
2022/7/30, 43, 10, , 8, 2, 2
2022/7/31, 43, 8, , 11, 2, 1
2022/8/1, 30, 6, , 12, 2, 1
2022/8/2, 25, 6, , 13, 2, 2
2022/8/3, 26, 7, , 14, 2, 2
2022/8/4, 29, 9, , 14, 2, 2
2022/8/5, 36, 10, , 15, 2, 2
2022/8/6, 39, 9, , 9, 3, 2
2022/8/7, 38, 7, , 12, 2, 1
2022/8/8, 29, 13, , 11, 3, 2
2022/8/9, 49, 16, , 10, 3, 1
2022/8/10, 60, 10, , 11, 2, 1
2022/8/11, 41, 9, , 11, 2, 1
2022/8/12, 36, 10, , 8, 2, 1
2022/8/13, 42, 11, , 5, 2, 1
2022/8/14, 45, 13, , 8, 2, 1
2022/8/15, 49, 7, , 10, 2, 2
2022/8/16, 31, 7, , 12, 2, 2
2022/8/17, 29, 8, , 14, 2, 2
2022/8/18, 34, 8, , 12, 2, 1
2022/8/19, 32, 11, , 10, 2, 2
2022/8/20, 46, 6, , 5, 2, 1
2022/8/21, 28, 6, , 9, 2, 1
2022/8/22, 27, 7, , 8, 2, 1
2022/8/23, 30, 13, , 7, 2, 1
2022/8/24, 54, 13, , 8, 3, 1
2022/8/25, 54, 12, , 12, 2, 2
2022/8/26, 48, 11, , 10, 2, 1
2022/8/27, 40, 15, , 11, 2, 1
2022/8/28, 55, 13, , 10, 2, 1
2022/8/29, 48, 10, , 9, 2, 
2022/8/30, 44, 14, , 10, 2, 1
2022/8/31, 55, 14, , 9, 2, 
2022/9/1, 53, 7, , 7, 4, 
2022/9/2, 32, 14, , 7, 6, 
2022/9/3, 56, 9, , 6, 2, 
2022/9/4, 38, 7, , 9, 2, 
2022/9/5, 31, 7, , 11, 2, 1
2022/9/6, 29, 8, , 10, 2, 1
2022/9/7, 33, 9, , 12, 2, 1
2022/9/8, 39, 11, , 11, 2, 2
2022/9/9, 48, 11, , 10, 2, 2
2022/9/10, 47, 9, , 6, 2, 1
2022/9/11, 40, 8, , 9, 2, 1
2022/9/12, 34, 9, , 11, 2, 1
2022/9/13, 37, 7, , 14, 2, 2
2022/9/14, 31, 6, , 18, 2, 2
2022/9/15, 27, 6, , 13, 2, 2
2022/9/16, 25, 10, , 8, 2, 1
2022/9/17, 39, 4, , 7, 2, 
2022/9/18, 16, 4, , 8, 2, 
2022/9/19, 16, 7, , 8, 2, 1
2022/9/20, 28, 9, , 8, 2, 1
2022/9/21, 39, 9, , 9, 3, 
2022/9/22, 42, 12, , 11, 2, 1
2022/9/23, 48, 15, , 10, 2, 2
2022/9/24, 56, 13, , 11, 2, 1
2022/9/25, 48, 20, , 18, 2, 4
2022/9/26, 70, 20, , 14, 1, 4
2022/9/27, 61, 18, , 16, 1, 3
2022/9/28, 52, 23, , 17, 2, 5
2022/9/29, 68, 17, , 12, 2, 3
2022/9/30, 50, 20, , 16, 1, 4
2022/4/1, 50, 6, , 6, 3, 1
2022/4/2, 22, 17, , 7, 4, 2
2022/4/3, 63, 29, , 11, 3, 4
2022/4/4, 90, 31, , 13, 3, 5
2022/4/5, 93, 24, , 13, 2, 4
2022/4/6, 71, 28, , 17, 2, 5
2022/4/7, 87, 16, , 12, 2, 3
2022/4/8, 49, 13, , 9, 2, 2
2022/4/9, 41, 15, , 8, 2, 2
2022/4/10, 54, 17, , 12, 2, 2
2022/4/11, 59, 25, , 15, 2, 4
2022/4/12, 75, 22, , 16, 2, 3
2022/4/13, 67, 22, , 17, 2, 3
2022/4/14, 66, 20, , 19, 2, 3
2022/4/15, 60, 20, , 11, 2, 2
2022/4/16, 63, 13, , 7, 2, 1
2022/4/17, 49, 8, , 11, 2, 1
2022/4/18, 32, 19, , 11, 2, 2
2022/4/19, 62, 25, , 14, 1, 4
2022/4/20, 83, 24, , 10, 1, 3
2022/4/21, 79, 20, , 8, 2, 2
2022/4/22, 57, 12, , 10, 2, 2
2022/4/23, 43, 15, , 8, 1, 1
2022/4/24, 39, 13, , 10, 2, 1
2022/4/25, 32, 9, , 12, 2, 1
2022/4/26, 28, 11, , 12, 2, 1
2022/4/27, 31, 15, , 9, 2, 1
2022/4/28, 51, 16, , 12, 2, 1
2022/4/29, 59, 11, , 10, 1, 1
2022/4/30, 42, 8, , 6, 1, 
2022/5/1, 28, 9, , 7, 2, 
2022/5/2, 32, 13, , 8, 1, 1
2022/5/3, 52, 11, , 10, 1, 1
2022/5/4, 41, 9, , 13, 1, 1
2022/5/5, 36, 11, , 13, 2, 1
2022/5/6, 43, 10, , 8, 3, 
2022/5/7, 35, 9, , 8, 5, 
2022/5/8, 31, 9, , 14, 2, 1
2022/5/9, 32, 9, , 12, 1, 1
2022/5/10, 33, 11, , 13, 2, 2
2022/5/11, 41, 10, , 15, 2, 2
2022/5/12, 41, 12, , 16, 2, 2
2022/5/13, 44, 13, , 12, 2, 1
2022/5/14, 48, 14, , 10, 2, 1
2022/5/15, 43, 11, , 13, 2, 1
2022/5/16, 37, 13, , 12, 2, 1
2022/5/17, 38, 12, , 9, 2, 1
2022/5/18, 36, 6, , 11, 1, 1
2022/5/19, 21, 6, , 13, 1, 1
2022/5/20, 23, 7, , 14, 2, 1
2022/5/21, 25, 9, , 11, 2, 1
2022/5/22, 37, 8, , 9, 1, 1
2022/5/23, 33, 9, , 13, 2, 1
2022/5/24, 37, 9, , 13, 2, 1
2022/5/25, 34, 8, , 12, 2, 1
2022/5/26, 34, 6, , 14, 1, 1
2022/5/27, 23, 8, , 7, 2, 
2022/5/28, 32, 10, , 6, 1, 
2022/5/29, 45, 7, , 7, 2, 1
2022/5/30, 29, 10, , 8, 2, 1
2022/5/31, 39, 8, , 12, 2, 1
2022/6/1, 31, 8, , 12, 2, 1
2022/6/2, 30, 16, , 12, 2, 1
2022/6/3, 58, 14, , 10, 2, 1
2022/6/4, 51, 10, , 9, 2, 
2022/6/5, 40, 9, , 8, 2, 
2022/6/6, 39, 8, , 10, 2, 
2022/6/7, 33, 6, , 11, 1, 1
2022/6/8, 27, 6, , 8, 2, 
2022/6/9, 22, 6, , 9, 2, 
2022/6/10, 26, 13, , 6, 1, 
2022/6/11, 53, 12, , 6, 2, 
2022/6/12, 50, 7, , 9, 2, 
2022/6/13, 31, 8, , 10, 2, 
2022/6/14, 31, 6, , 10, 2, 
2022/6/15, 25, 7, , 11, 2, 
2022/6/16, 30, 10, , 10, 2, 
2022/6/17, 40, 8, , 9, 2, 
2022/6/18, 34, 5, , 8, 1, 
2022/6/19, 23, 4, , 12, 1, 
2022/6/20, 17, 8, , 12, 2, 
2022/6/21, 33, 10, , 11, 2, 
2022/6/22, 39, 8, , 10, 2, 
2022/6/23, 32, 7, , 11, 1, 
2022/6/24, 31, 6, , 9, 2, 
2022/6/25, 26, 5, , 6, 2, 
2022/6/26, 23, 7, , 11, 1, 
2022/6/27, 29, 8, , 10, 2, 
2022/6/28, 33, 6, , 11, 2, 
2022/6/29, 25, 6, , 13, 2, 
2022/6/30, 25, 6, , 14, 2, 
2022/1/3, 145, 40, , 11, 4, 7
2022/1/4, 117, 21, , 11, 4, 3
2022/1/5, 73, 20, , 8, 3, 2
2022/1/6, 72, 29, , 4, 4, 4
2022/1/7, 91, 44, , 2, 3, 6
2022/1/8, 130, 29, , 7, 5, 4
2022/1/9, 94, 45, , 10, 8, 4
2022/1/10, 115, 33, , 10, 4, 3
2022/1/11, 101, 27, , 11, 6, 1
2022/1/12, 87, 49, , 14, 5, 5
2022/1/13, 128, 96, , 25, 6, 19
2022/1/14, 208, 63, , 15, 5, 12
2022/1/15, 152, 71, , 17, 5, 12
2022/1/16, 169, 59, , 19, 6, 10
2022/1/17, 145, 14, , 11, 4, 1
2022/1/18, 51, 46, , 14, 4, 7
2022/1/19, 118, 42, , 16, 4, 4
2022/1/20, 119, 16, , 11, 4, 1
2022/1/21, 57, 24, , 11, 4, 1
2022/1/22, 77, 27, , 8, 4, 
2022/1/23, 83, 33, , 13, 6, 2
2022/1/24, 100, 69, , 18, 7, 8
2022/1/25, 164, 73, , 20, 8, 10
2022/1/26, 174, 64, , 15, 5, 10
2022/1/27, 162, 82, , 20, 6, 19
2022/1/28, 188, 44, , 12, 5, 12
2022/1/29, 111, 62, , 17, 5, 10
2022/1/30, 157, 39, , 19, 5, 7
2022/1/31, 107, 30, , 13, 4, 2
2022/2/1, 94, 37, , 15, 4, 2
2022/2/2, 106, 34, , 13, 4, 7
2022/2/3, 98, 60, , 17, 5, 10
2022/2/4, 146, 78, , 21, 6, 15
2022/2/5, 180, 63, , 15, 6, 14
2022/2/6, 153, 14, , 9, 4, 
2022/2/7, 53, 19, , 8, 4, 3
2022/2/8, 62, 44, , 10, 5, 9
2022/2/9, 116, 67, , 18, 5, 16
2022/2/10, 164, 59, , 20, 5, 13
2022/2/11, 149, 24, , 11, 4, 5
2022/2/12, 72, 29, , 9, 3, 5
2022/2/13, 91, 35, , 13, 4, 5
2022/2/14, 107, 30, , 10, 4, 4
2022/2/15, 93, 48, , 16, 4, 9
2022/2/16, 131, 34, , 11, 5, 6
2022/2/17, 99, 29, , 15, 3, 7
2022/2/18, 78, 33, , 16, 5, 7
2022/2/19, 90, 24, , 11, 5, 4
2022/2/20, 77, 28, , 11, 4, 4
2022/2/21, 87, 15, , 11, 4, 2
2022/2/22, 55, 20, , 11, 4, 3
2022/2/23, 65, 28, , 13, 5, 5
2022/2/24, 82, 44, , 18, 5, 8
2022/2/25, 120, 25, , 9, 4, 3
2022/2/26, 80, 15, , 6, 3, 2
2022/2/27, 57, 14, , 11, 2, 3
2022/2/28, 52, 20, , 12, 3, 3
2022/3/1, 70, 28, , 12, 5, 3
2022/3/2, 86, 36, , 16, 5, 6
2022/3/3, 101, 49, , 18, 5, 8
2022/3/4, 132, 34, , 10, 4, 2
2022/3/5, 102, 10, , 6, 2, 1
2022/3/6, 41, 20, , 13, 3, 3
2022/3/7, 68, 36, , 13, 4, 3
2022/3/8, 105, 38, , 13, 4, 4
2022/3/9, 111, 29, , 12, 3, 3
2022/3/10, 91, 30, , 14, 4, 4
2022/3/11, 90, 41, , 15, 3, 6
2022/3/12, 116, 46, , 15, 4, 8
2022/3/13, 127, 46, , 18, 4, 9
2022/3/14, 127, 47, , 21, 5, 10
2022/3/15, 128, 51, , 23, 5, 10
2022/3/16, 135, 20, , 9, 3, 3
2022/3/17, 68, 16, , 12, 2, 2
2022/3/18, 59, 22, , 11, 3, 2
2022/3/19, 74, 15, , 8, 2, 2
2022/3/20, 55, 30, , 17, 3, 4
2022/3/21, 93, 37, , 19, 5, 6
2022/3/22, 107, 24, , 17, 3, 4
2022/3/23, 72, 30, , 19, 6, 6
2022/3/24, 92, 29, , 18, 4, 4
2022/3/25, 89, 23, , 17, 3, 4
2022/3/26, 75, 28, , 15, 3, 4
2022/3/27, 86, 30, , 16, 3, 5
2022/3/28, 91, 38, , 20, 5, 6
2022/3/29, 112, 22, , 12, 3, 3
2022/3/30, 68, 23, , 11, 3, 3
2022/3/31, 67, 14, , 8, 3, 2
2021/10/1, 56, 13, , 12, 1, 1
2021/10/2, 49, 13, , 11, 1, 2
2021/10/3, 51, 15, , 16, 2, 2
2021/10/4, 56, 14, , 13, 3, 1
2021/10/5, 53, 17, , 10, 4, 1
2021/10/6, 60, 12, , 7, 3, 
2021/10/7, 49, 4, , 7, 1, 1
2021/10/8, 20, 5, , 6, 1, 1
2021/10/9, 21, 5, , 4, 1, 1
2021/10/10, 25, 10, , 9, 1, 1
2021/10/11, 43, 16, , 10, 2, 1
2021/10/12, 56, 34, , 11, 2, 3
2021/10/13, 102, 18, , 10, 4, 1
2021/10/14, 66, 9, , 13, 2, 2
2021/10/15, 37, 18, , 10, 2, 2
2021/10/16, 64, 38, , 11, 2, 5
2021/10/17, 111, 41, , 12, 3, 5
2021/10/18, 119, 43, , 14, 2, 5
2021/10/19, 121, 45, , 16, 2, 6
2021/10/20, 124, 29, , 13, 2, 4
2021/10/21, 89, 40, , 21, 3, 7
2021/10/22, 116, 22, , 10, 2, 1
2021/10/23, 76, 25, , 10, 2, 3
2021/10/24, 82, 24, , 13, 2, 2
2021/10/25, 77, 18, , 12, 3, 1
2021/10/26, 63, 42, , 16, 2, 4
2021/10/27, 120, 58, , 16, 2, 7
2021/10/28, 154, 46, , 18, 2, 5
2021/10/29, 130, 23, , 11, 2, 1
2021/10/30, 75, 30, , 11, 2, 1
2021/10/31, 94, 50, , 17, 3, 6
2021/11/1, 133, 44, , 16, 4, 8
2021/11/2, 122, 50, , 14, 3, 10
2021/11/3, 129, 32, , 15, 2, 4
2021/11/4, 90, 25, , 12, 2, 1
2021/11/5, 76, 17, , 8, 2, 1
2021/11/6, 62, 54, , 12, 2, 8
2021/11/7, 135, 35, , 8, 3, 3
2021/11/8, 103, 23, , 12, 2, 
2021/11/9, 79, 29, , 12, 2, 1
2021/11/10, 88, 20, , 9, 8, 2
2021/11/11, 66, 54, , 15, 3, 7
2021/11/12, 143, 59, , 19, 3, 6
2021/11/13, 158, 27, , 8, 2, 2
2021/11/14, 84, 39, , 13, 2, 3
2021/11/15, 110, 19, , 8, 2, 
2021/11/16, 59, 25, , 10, 2, 
2021/11/17, 78, 35, , 10, 3, 1
2021/11/18, 107, 32, , 12, 3, 1
2021/11/19, 96, 35, , 13, 4, 3
2021/11/20, 103, 66, , 15, 3, 11
2021/11/21, 161, 63, , 17, 4, 14
2021/11/22, 152, 25, , 10, 3, 
2021/11/23, 83, 42, , 12, 4, 3
2021/11/24, 121, 28, , 10, 4, 1
2021/11/25, 88, 35, , 14, 4, 10
2021/11/26, 100, 33, , 12, 3, 15
2021/11/27, 83, 21, , 10, 2, 3
2021/11/28, 69, 17, , 15, 2, 1
2021/11/29, 61, 25, , 10, 2, 6
2021/11/30, 82, 34, , 12, 3, 3
2021/12/1, 105, 31, , 17, 3, 4
2021/12/2, 95, 20, , 15, 3, 2
2021/12/3, 67, 39, , 9, 2, 5
2021/12/4, 110, 68, , 12, 3, 15
2021/12/5, 159, 15, , 11, 3, 1
2021/12/6, 59, 12, , 9, 3, 
2021/12/7, 47, 40, , 13, 3, 5
2021/12/8, 115, 24, , 11, 4, 1
2021/12/9, 78, 49, , 16, 3, 11
2021/12/10, 126, 20, , 12, 2, 3
2021/12/11, 64, 13, , 10, 2, 1
2021/12/12, 49, 15, , 10, 2, 2
2021/12/13, 58, 26, , 11, 3, 4
2021/12/14, 84, 36, , 13, 4, 5
2021/12/15, 109, 40, , 12, 3, 6
2021/12/16, 122, 20, , 12, 2, 4
2021/12/17, 71, 19, , 9, 2, 2
2021/12/18, 68, 48, , 11, 3, 11
2021/12/19, 127, 40, , 18, 3, 9
2021/12/20, 112, 32, , 12, 3, 5
2021/12/21, 89, 62, , 14, 3, 11
2021/12/22, 157, 77, , 15, 4, 18
2021/12/23, 179, 53, , 18, 5, 14
2021/12/24, 135, 17, , 7, 3, 2
2021/12/25, 61, 47, , 17, 4, 12
2021/12/26, 123, 34, , 14, 3, 8
2021/12/27, 100, 35, , 8, 3, 6
2021/12/28, 108, 38, , 10, 3, 8
2021/12/29, 115, 28, , 13, 4, 6
2021/12/30, 89, 75, , 13, 4, 18
2021/12/31, 179, 88, , 10, 6, 25
2022/1/1, 196, 66, , 11, 5, 19
2022/1/2, 157, 55, , 14, 4, 11
2021/7/1, 46, 10, , 9, 2, 
2021/7/2, 33, 10, , 8, 2, 
2021/7/3, 33, 13, , 7, 2, 
2021/7/4, 46, 13, , 8, 2, 
2021/7/5, 49, 18, , 9, 5, 
2021/7/6, 57, 16, , 10, 2, 
2021/7/7, 53, 15, , 10, 2, 
2021/7/8, 51, 11, , 8, 2, 
2021/7/9, 35, 12, , 7, 2, 
2021/7/10, 35, 11, , 6, 3, 
2021/7/11, 35, 13, , 9, 2, 
2021/7/12, 45, 15, , 11, 2, 
2021/7/13, 51, 17, , 10, 3, 
2021/7/14, 54, 21, , 7, 4, 
2021/7/15, 61, 17, , 7, 2, 
2021/7/16, 57, 12, , 5, 2, 
2021/7/17, 45, 13, , 5, 2, 
2021/7/18, 49, 14, , 8, , 
2021/7/19, 52, 14, , 7, 6, 
2021/7/20, 55, 15, , 9, 9, 
2021/7/21, 52, 14, , 9, 4, 
2021/7/22, 50, 13, , 9, 3, 
2021/7/23, 49, 16, , 8, 3, 
2021/7/24, 55, 13, , 7, 3, 
2021/7/25, 47, 12, , 10, 6, 
2021/7/26, 43, 18, , 12, 3, 
2021/7/27, 55, 17, , 12, 3, 
2021/7/28, 53, 19, , 12, 4, 
2021/7/29, 54, 20, , 10, 5, 
2021/7/30, 57, 22, , 8, 5, 
2021/7/31, 56, 12, , 7, 3, 
2021/8/1, 41, 12, , 9, 5, 
2021/8/2, 35, 6, , 9, 3, 
2021/8/3, 23, 10, , 13, 2, 
2021/8/4, 32, 13, , 13, 2, 
2021/8/5, 36, 7, , 8, 2, 
2021/8/6, 24, 5, , 7, 2, 
2021/8/7, 17, 7, , 11, 1, 
2021/8/8, 24, 12, , 14, 2, 
2021/8/9, 42, 10, , 12, 4, 
2021/8/10, 40, 10, , 9, 3, 
2021/8/11, 36, 8, , 12, 5, 
2021/8/12, 27, 9, , 13, 2, 
2021/8/13, 34, 10, , 11, 3, 
2021/8/14, 40, 10, , 9, 4, 
2021/8/15, 41, 11, , 15, 5, 
2021/8/16, 42, 13, , 10, 10, 
2021/8/17, 40, 6, , 7, 9, 
2021/8/18, 22, 5, , 8, 6, 
2021/8/19, 22, 6, , 10, 7, 
2021/8/20, 22, 8, , 9, 8, 
2021/8/21, 29, 9, , 8, 6, 
2021/8/22, 35, 9, , 16, 7, 
2021/8/23, 35, 12, , 5, 8, 
2021/8/24, 47, 14, , 6, 5, 1
2021/8/25, 55, 11, , 6, , 
2021/8/26, 44, 14, , 6, 1, 
2021/8/27, 54, 12, , 4, 1, 2
2021/8/28, 49, 12, , 4, , 
2021/8/29, 48, 11, , 7, 1, 
2021/8/30, 44, 9, , 10, 1, 
2021/8/31, 36, 10, , 11, 2, 
2021/9/1, 41, 10, , 10, 1, 
2021/9/2, 43, 11, , 11, 1, 
2021/9/3, 42, 9, , 8, 1, 
2021/9/4, 38, 10, , 9, , 
2021/9/5, 41, 9, , 9, , 
2021/9/6, 35, 7, , 12, 1, 2
2021/9/7, 29, 6, , 12, 2, 2
2021/9/8, 21, 7, , 14, 2, 2
2021/9/9, 28, 9, , 13, 2, 2
2021/9/10, 33, 9, , 15, 1, 2
2021/9/11, 35, 9, , 14, 1, 2
2021/9/12, 37, 13, , 15, 2, 2
2021/9/13, 47, 13, , 17, 2, 2
2021/9/14, 48, 12, , 15, 1, 2
2021/9/15, 45, 13, , 20, 2, 2
2021/9/16, 50, 15, , 14, 2, 1
2021/9/17, 50, 12, , 7, 1, 1
2021/9/18, 47, 11, , 8, 1, 1
2021/9/19, 47, 12, , 7, 1, 1
2021/9/20, 47, 13, , 8, 3, 1
2021/9/21, 47, 10, , 10, 2, 2
2021/9/22, 41, 11, , 10, 2, 2
2021/9/23, 45, 11, , 13, 2, 4
2021/9/24, 43, 10, , 13, 2, 4
2021/9/25, 36, 9, , 15, 2, 4
2021/9/26, 36, 11, , 16, 2, 3
2021/9/27, 41, 23, , 12, 2, 3
2021/9/28, 76, 12, , 7, 1, 1
2021/9/29, 43, 12, , 9, 1, 2
2021/9/30, 48, 15, , 12, 1, 1
2021/4/1, 109, 34, , 14, 5, 
2021/4/2, 98, 22, , 9, 5, 
2021/4/3, 75, 22, , 6, 3, 
2021/4/4, 74, 33, , 9, 3, 
2021/4/5, 94, 36, , 11, 5, 
2021/4/6, 92, 27, , 10, 2, 
2021/4/7, 81, 35, , 13, 3, 
2021/4/8, 98, 39, , 13, 4, 
2021/4/9, 106, 41, , 17, 6, 
2021/4/10, 108, 27, , 12, 4, 
2021/4/11, 77, 24, , 12, 8, 
2021/4/12, 64, 21, , 11, 8, 
2021/4/13, 58, 12, , 9, 2, 
2021/4/14, 44, 25, , 10, 1, 
2021/4/15, 78, 34, , 12, 2, 
2021/4/16, 99, 29, , 9, 2, 
2021/4/17, 93, 20, , 7, 3, 
2021/4/18, 68, 33, , 14, 2, 
2021/4/19, 102, 34, , 12, 3, 
2021/4/20, 101, 27, , 14, 2, 
2021/4/21, 83, 22, , 9, 5, 
2021/4/22, 63, 25, , 12, 3, 
2021/4/23, 76, 31, , 11, 4, 
2021/4/24, 90, 27, , 10, 1, 
2021/4/25, 80, 28, , 13, 2, 
2021/4/26, 78, 20, , 11, 3, 
2021/4/27, 59, 18, , 7, 2, 
2021/4/28, 53, 17, , 9, 2, 
2021/4/29, 53, 20, , 6, 2, 
2021/4/30, 46, 21, , 9, 3, 
2021/5/1, 54, 21, , 5, 2, 
2021/5/2, 47, 13, , 5, 1, 
2021/5/3, 37, 14, , 7, 1, 
2021/5/4, 44, 14, , 7, 2, 
2021/5/5, 37, 14, , 7, 1, 
2021/5/6, 31, 19, , 8, 1, 
2021/5/7, 38, 13, , 7, 1, 
2021/5/8, 35, 11, , 6, , 
2021/5/9, 35, 13, , 8, 3, 
2021/5/10, 33, 12, , 9, 2, 
2021/5/11, 29, 14, , 8, 4, 
2021/5/12, 35, 11, , 6, 2, 
2021/5/13, 36, 9, , 10, 2, 
2021/5/14, 28, 10, , 7, 1, 
2021/5/15, 33, 10, , 6, 1, 
2021/5/16, 37, 11, , 9, 2, 
2021/5/17, 40, 7, , 7, 1, 
2021/5/18, 21, 8, , 7, 1, 
2021/5/19, 21, 6, , 7, 1, 
2021/5/20, 22, 16, , 9, 1, 
2021/5/21, 51, 11, , 6, 1, 
2021/5/22, 36, 11, , 9, 1, 
2021/5/23, 29, 11, , 7, 3, 
2021/5/24, 33, 15, , 8, 4, 
2021/5/25, 45, 11, , 8, 1, 
2021/5/26, 29, 12, , 8, 1, 
2021/5/27, 42, 15, , 8, 1, 
2021/5/28, 55, 14, , 8, 1, 
2021/5/29, 48, 12, , 6, 1, 
2021/5/30, 48, 14, , 6, 1, 
2021/5/31, 50, 14, , 9, 2, 
2021/6/1, 53, 15, , 9, 1, 
2021/6/2, 48, 15, , 10, 1, 
2021/6/3, 46, 15, , 12, 1, 
2021/6/4, 48, 14, , 9, 1, 
2021/6/5, 48, 16, , 5, 2, 
2021/6/6, 55, 20, , 5, 2, 
2021/6/7, 67, 17, , 9, 2, 
2021/6/8, 56, 14, , 8, 2, 
2021/6/9, 47, 16, , 10, 2, 
2021/6/10, 52, 13, , 9, 1, 
2021/6/11, 44, 11, , 7, 1, 
2021/6/12, 43, 15, , 6, 1, 
2021/6/13, 52, 10, , 6, 1, 
2021/6/14, 34, 9, , 7, 1, 
2021/6/15, 34, 11, , 11, 2, 
2021/6/16, 39, 11, , 9, 2, 
2021/6/17, 40, 14, , 10, 2, 
2021/6/18, 52, 21, , 9, 2, 
2021/6/19, 72, 10, , 5, 2, 
2021/6/20, 38, 12, , 7, 2, 
2021/6/21, 41, 26, , 8, 2, 
2021/6/22, 63, 32, , 11, 2, 
2021/6/23, 69, 33, , 9, 3, 
2021/6/24, 75, 29, , 9, 2, 
2021/6/25, 58, 20, , 8, 3, 
2021/6/26, 51, 10, , 7, 2, 
2021/6/27, 35, 11, , 10, 2, 
2021/6/28, 38, 15, , 10, 2, 
2021/6/29, 48, 26, , 12, 2, 
2021/6/30, 56, 19, , 11, 3, 
2021/1/4, 89, 49, , 15, 7, 
2021/1/5, 121, 48, , 12, 7, 
2021/1/6, 120, 26, , 9, 7, 
2021/1/7, 81, 20, , 12, 4, 
2021/1/8, 69, 33, , 11, 4, 
2021/1/9, 101, 37, , 10, 4, 
2021/1/10, 111, 26, , 10, 4, 
2021/1/11, 85, 40, , 11, 10, 
2021/1/12, 119, 54, , 13, 22, 
2021/1/13, 149, 49, , 13, 8, 
2021/1/14, 132, 43, , 13, 2, 
2021/1/15, 118, 33, , 8, 4, 
2021/1/16, 99, 64, , 12, 7, 
2021/1/17, 161, 55, , 13, 7, 
2021/1/18, 142, 79, , 17, 8, 
2021/1/19, 183, 120, , 29, 13, 
2021/1/20, 244, 101, , 22, 14, 
2021/1/21, 211, 90, , 28, 20, 
2021/1/22, 195, 26, , 7, , 
2021/1/23, 80, 15, , 6, , 
2021/1/24, 50, 21, , 9, , 
2021/1/25, 63, 22, , 10, 8, 
2021/1/26, 74, 30, , 9, 7, 
2021/1/27, 91, 36, , 12, 8, 
2021/1/28, 102, 44, , 18, 16, 
2021/1/29, 114, , , 17, 4, 
2021/1/31, 116, 52, , 14, 7, 
2021/2/1, 132, 70, , 15, 9, 
2021/2/2, 166, 66, , 15, 10, 
2021/2/3, 151, 72, , 21, 10, 
2021/2/4, 152, 80, , 18, 8, 
2021/2/5, 170, 73, , 18, 11, 
2021/2/6, 154, 55, , 13, 19, 
2021/2/7, 129, 30, , 9, 9, 
2021/2/8, 81, 22, , 10, 5, 
2021/2/9, 63, 44, , 14, 3, 
2021/2/10, 111, 28, , 10, 2, 
2021/2/11, 84, 27, , 9, 3, 
2021/2/12, 77, 46, , 10, 5, 
2021/2/13, 118, 43, , 9, 7, 
2021/2/14, 113, 62, , 14, 5, 
2021/2/15, 146, 67, , 16, 7, 
2021/2/16, 156, 69, , 19, 9, 
2021/2/17, 163, 73, , 20, 8, 
2021/2/18, 162, 65, , 16, 6, 
2021/2/19, 156, 48, , 13, 11, 
2021/2/20, 135, 43, , 9, 15, 
2021/2/21, 113, 64, , 19, 5, 
2021/2/22, 148, 65, , 19, 10, 
2021/2/23, 148, 68, , 16, 7, 
2021/2/24, 163, 78, , 18, 6, 
2021/2/25, 169, 73, , 19, 7, 
2021/2/26, 155, 55, , 10, 6, 
2021/2/27, 132, 25, , 7, 3, 
2021/2/28, 78, 48, , 14, 4, 
2021/3/1, 126, 51, , 15, 4, 
2021/3/2, 133, 57, , 18, 4, 
2021/3/3, 140, 70, , 26, 7, 
2021/3/4, 152, 53, , 22, 7, 
2021/3/5, 129, 32, , 10, 2, 
2021/3/6, 90, 57, , 13, 4, 
2021/3/7, 143, 56, , 19, 9, 
2021/3/8, 140, 46, , 14, 5, 
2021/3/9, 123, 22, , 13, 1, 
2021/3/10, 73, 41, , 12, 4, 
2021/3/11, 115, 46, , 16, 10, 
2021/3/12, 112, 64, , 18, 6, 
2021/3/13, 148, 37, , 9, 7, 
2021/3/14, 101, 19, , 12, 3, 
2021/3/15, 64, 21, , 9, 2, 
2021/3/16, 70, 22, , 8, 2, 
2021/3/17, 72, 30, , 13, 3, 
2021/3/18, 88, 43, , 11, 3, 
2021/3/19, 116, 32, , 9, 5, 
2021/3/20, 95, 10, , 6, 4, 
2021/3/21, 39, 24, , 12, 2, 
2021/3/22, 79, 37, , 13, 4, 
2021/3/23, 101, 38, , 13, 6, 
2021/3/24, 101, 49, , 15, 6, 
2021/3/25, 123, 54, , 16, 5, 
2021/3/26, 134, 51, , 16, 5, 
2021/3/27, 128, 39, , 13, 6, 
2021/3/28, 105, 35, , 13, 6, 
2021/3/29, 95, 37, , 15, 5, 
2021/3/30, 100, 37, , 15, 10, 
2021/3/31, 97, 40, , 15, 7, 
2020/10/1, 76, 21, , 10, 8, 
2020/10/2, 63, 16, , 14, 9, 
2020/10/3, 53, 17, , 11, 11, 
2020/10/4, 51, 22, , 14, 11, 
2020/10/5, 60, 12, , 11, 10, 
2020/10/6, 43, 10, , 11, 9, 
2020/10/7, 38, 7, , 4, 9, 
2020/10/8, 32, 13, , 9, 10, 
2020/10/9, 44, 23, , 12, 10, 
2020/10/10, 72, 27, , 12, 10, 
2020/10/11, 83, 21, , 11, 7, 
2020/10/12, 67, 15, , 9, 2, 
2020/10/13, 50, 27, , 11, 3, 
2020/10/14, 79, 21, , 18, 3, 
2020/10/15, 65, 22, , 17, 2, 
2020/10/16, 70, 17, , 7, 3, 
